万科物业，产权清晰，居家装修，拎包入住，换房诚售,万科金色领域 -仙林,3室2厅 | 128.07平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,373,"29,125元/平"
主城栖霞 中南世纪雅苑二期 可以在家里看到紫金山,中南世纪雅苑二期 -马群,3室2厅 | 89.75平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,215,"23,956元/平"
地铁口 靠南外 保利紫晶山  170平  装修好  诚意卖,保利紫晶山 -马群,4室2厅 | 170.08平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,760,"44,685元/平"
满五不唯一 诚心出售 户型方正 西边户,天悦花园 -马群,3室2厅 | 108.8平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,290,"26,655元/平"
低密度洋房 小高层得房率高 视野开阔 纯毛坯 双卫,电建洺悦府 -万寿,3室2厅 | 104.42平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,284,"27,198元/平"
精装自住 满五年 中间楼层 诚心卖 南北方向,摄山星城听竹苑 -栖霞其它,3室1厅 | 85.41平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,93,"10,889元/平"
大地雅特花园 花园洋房   采光好 位置号 8层带电梯,大地伊丽雅特湾 -晓庄,3室2厅 | 92.98平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,350,"37,643元/平"
尧化门繁华地段地铁口 户型好 交通便利  户型好,金尧华府 -尧化门,3室2厅 | 108.28平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,295,"27,245元/平"
满五唯一高楼层 两房朝南 采光充足 通透户型,金尧新村 -尧化门,3室1厅 | 80.41平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,135,"16,789元/平"
双拼别墅 ，边户院子还行，户型方正，光照充足,雁鸣山庄 -仙林,3室2厅 | 138.05平米 | 南 | 其他 | 1层  | 板楼,560,"40,566元/平"
满五年 无增值税 环境好 配套齐全交通便利,晓庄村42号 -晓庄,3室1厅 | 110.85平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,190,"17,141元/平"
满两年 边户 看房有钥匙 诚心出售 南北户型 一梯两户,电建洺悦府 -万寿,3室2厅 | 79.49平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,210,"26,419元/平"
装修保养新 小区中间位置 采光不遮挡,朗诗钟山绿郡 -马群,4室2厅 | 163.66平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,760,"46,438元/平"
晓庄站 1号7号线 一梯两户 楼层好 视野特好 三居室,大地伊丽雅特湾 -晓庄,3室1厅 | 100.43平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,300,"29,872元/平"
中电三期，绿化好，迈皋桥一号线地铁口,中电颐和家园尚璟 -红山,3室2厅 | 123.28平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,390,"31,636元/平"
迈皋桥晓庄 和燕路 双南大两房 双阳台 采光充足,和燕路小区 -晓庄,2室1厅 | 60.15平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,115,"19,119元/平"
中电四期，2013年商品房，迈皋桥地铁口,中电颐和家园睿域 -红山,2室2厅 | 95.34平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,315,"33,040元/平"
迈皋桥地铁 省中西结合医院 中间楼层 南北大三房,中电颐和府邸 -迈皋桥,3室2厅 | 127.14平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,475,"37,361元/平"
带有露台 南北通透 三开间朝南 环境优美,中天铭廷 -仙林,3室2厅 | 97.32平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,260,"26,716元/平"
龙岸花园大三房 全明户型 业主诚心出售,龙岸花园吉祥苑 -栖霞其它,3室1厅 | 87.52平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,85,"9,713元/平"
中铁建设 央企物业 采光好 户型佳 通透户型,中国铁建青秀城 -万寿,3室2厅 | 107.77平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,268,"24,868元/平"
百水芊城阅水坊 大三房 简单装修 价格可谈 有钥匙,百水芊城阅水坊 -马群,3室1厅 | 106.85平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,169,"15,817元/平"
东方兰园 小区环境优美 物业管理正规 房主诚心出售,东方兰园 -万寿,3室2厅 | 95.29平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,345,"36,206元/平"
洺悦府改善四房   一梯两户  不靠高速,电建洺悦府 -万寿,3室1厅 | 119.34平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,299,"25,055元/平"
精装修，拎包入住，业主诚售，看房随时有钥匙,中南世纪雅苑 -马群,3室2厅 | 86.34平米 | 南 | 其他 | 低楼层(共17层)  | 板楼,200,"23,165元/平"
次新 新空未入住 精装 恒温恒湿科技房 保利朗诗蔚蓝,保利朗诗蔚蓝 -晓庄,3室2厅 | 117.37平米 | 南 北 | 其他 | 低楼层(共33层)  | 塔楼,395,"33,655元/平"
业主诚心出售，看房提前约，一楼适合养老,方园兰庭 -迈皋桥,2室2厅 | 89.34平米 | 南 北 | 其他 | 低楼层(共4层)  | 板楼,195,"21,827元/平"
此房满2年，三南户型，采光佳精装修空调地暖拎包即住,新城璞樾钟山 -马群,3室2厅 | 139.07平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,698,"50,191元/平"
燕江新城江山苑 中间楼层 满2年 装修保养新 采光充足,燕江新城江山苑 -万寿,2室1厅 | 74.84平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,140,"18,707元/平"
迈皋桥地铁 林景瑞园 西边户 大四房 小区景观楼栋,林景瑞园 -晓庄,4室2厅 | 138.98平米 | 南 | 其他 | 低楼层(共11层)  | 板塔结合,350,"25,184元/平"
迈皋桥地铁 迈苑小区 两室 中间楼层 诚心出售,迈苑小区 -迈皋桥,2室1厅 | 73.3平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,160,"21,829元/平"
海赋尚城二期 正规三室 电梯房 简装 阳光充足 满二,电建海赋尚城 -万寿,3室1厅 | 97.58平米 | 南 | 其他 | 高楼层(共32层)  | 暂无数据,305,"31,257元/平"
电建海赋尚城 双南2房 总价低 南师,电建海赋尚城 -万寿,2室1厅 | 68.87平米 | 南 | 其他 | 低楼层(共30层)  | 板楼,178,"25,846元/平"
晓庄站 1号7号线 一梯两户 大飘窗 视野特好 不临街,大地伊丽雅特湾 -晓庄,2室2厅 | 91.04平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,275,"30,207元/平"
园林小区，满五唯一，双地铁，栖霞物业，配套齐全,紫金上林苑 -马群,3室1厅 | 134.85平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,490,"36,337元/平"
纯毛坯，采光很好，业主很诚心卖,紫金上林苑 -马群,3室2厅 | 134.85平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,469,"34,780元/平"
主城栖霞 中南世纪雅苑二期 可以在家里看到紫金山,中南世纪雅苑二期 -马群,3室2厅 | 89.75平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,215,"23,956元/平"
此房满2年，三南户型，采光佳精装修空调地暖拎包即住,新城璞樾钟山 -马群,3室2厅 | 139.07平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,698,"50,191元/平"
大地雅特花园 花园洋房   采光好 位置号 8层带电梯,大地伊丽雅特湾 -晓庄,3室2厅 | 92.98平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,350,"37,643元/平"
精装修，拎包入住，业主诚售，看房随时有钥匙,中南世纪雅苑 -马群,3室2厅 | 86.34平米 | 南 | 其他 | 低楼层(共17层)  | 板楼,200,"23,165元/平"
精装自住 满五年 中间楼层 诚心卖 南北方向,摄山星城听竹苑 -栖霞其它,3室1厅 | 85.41平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,93,"10,889元/平"
次新 新空未入住 精装 恒温恒湿科技房 保利朗诗蔚蓝,保利朗诗蔚蓝 -晓庄,3室2厅 | 117.37平米 | 南 北 | 其他 | 低楼层(共33层)  | 塔楼,395,"33,655元/平"
业主诚心出售，看房提前约，一楼适合养老,方园兰庭 -迈皋桥,2室2厅 | 89.34平米 | 南 北 | 其他 | 低楼层(共4层)  | 板楼,195,"21,827元/平"
精装 拎包住 次新房 三开间朝南 全明户型 看房随时,嘉誉山 -迈皋桥,2室2厅 | 86.56平米 | 南 北 | 其他 | 低楼层(共26层)  | 塔楼,268,"30,962元/平"
东方兰园 小区环境优美 物业管理正规 房主诚心出售,东方兰园 -万寿,3室2厅 | 95.29平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,345,"36,206元/平"
洺悦府改善四房   一梯两户  不靠高速,电建洺悦府 -万寿,3室1厅 | 119.34平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,299,"25,055元/平"
满两年 边户 看房有钥匙 诚心出售 南北户型 一梯两户,电建洺悦府 -万寿,3室2厅 | 79.49平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,210,"26,419元/平"
迈皋桥晓庄 和燕路 双南大两房 双阳台 采光充足,和燕路小区 -晓庄,2室1厅 | 60.15平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,115,"19,119元/平"
中电四期，2013年商品房，迈皋桥地铁口,中电颐和家园睿域 -红山,2室2厅 | 95.34平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,315,"33,040元/平"
迈皋桥地铁 省中西结合医院 中间楼层 南北大三房,中电颐和府邸 -迈皋桥,3室2厅 | 127.14平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,475,"37,361元/平"
5楼 迈皋桥地铁口小3房 可以拎包入住 有钥匙看房方便,高家村40号小区 -迈皋桥,3室1厅 | 69.76平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,163,"23,366元/平"
视野开阔，采光充足，业主诚心卖，看房子周末都方便,天悦花园 -马群,3室1厅 | 84.74平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,195,"23,012元/平"
地铁盘  一楼连家店  位置好,迈皋桥街258号 -迈皋桥,3室2厅 | 102.24平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,358,"35,016元/平"
近地铁 双南精装 中楼层 诚心出售 价格可谈 车位可租,合班村122号 -迈皋桥,2室2厅 | 86.11平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,180,"20,904元/平"
地铁口 靠南外 保利紫晶山  170平  装修好  诚意卖,保利紫晶山 -马群,4室2厅 | 170.08平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,760,"44,685元/平"
摄山新城听竹苑 精装三房 楼层好 采光佳 看房方便,摄山星城听竹苑 -栖霞其它,3室2厅 | 85.41平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,115,"13,465元/平"
尧化门繁华地段地铁口 户型好 交通便利  户型好,金尧华府 -尧化门,3室2厅 | 108.28平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,295,"27,245元/平"
带有露台 南北通透 三开间朝南 环境优美,中天铭廷 -仙林,3室2厅 | 97.32平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,260,"26,716元/平"
万寿乐居雅花园 商品房  采光视野好,乐居雅花园 -万寿,2室1厅 | 78.39平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,130,"16,584元/平"
北城家园， 楼层好 中间户型 电梯房 全明采光无遮挡,北城嘉园 -万寿,3室2厅 | 105平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,258,"24,572元/平"
海赋尚城 新空毛坯 双南户型 无遮挡 采光好,电建海赋尚城 -万寿,3室2厅 | 99.33平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,285,"28,693元/平"
燕子矶 中海 边户 南北通透 随时看房 地铁 业主诚售,中海燕矶听潮C区 -燕子矶,3室2厅 | 106.96平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,370,"34,593元/平"
摄山星城 观梅苑 新空毛坯房 自主装修 满五唯一,摄山星城观梅苑东区 -栖霞其它,3室2厅 | 85.36平米 | 南 | 毛坯 | 中楼层(共6层)  | 板塔结合,119,"13,941元/平"
好位置 带大院子 地下室 看房方便,南大和园 -仙林,3室2厅 | 129.57平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,520,"40,133元/平"
格局好 视野开阔 配套设施齐全 交通便利,摄山星城听竹苑 -栖霞其它,3室2厅 | 85.22平米 | 东 南 北 | 简装 | 中楼层(共6层)  | 板楼,99,"11,617元/平"
燕江新城江山苑 中间楼层 满2年 装修保养新 采光充足,燕江新城江山苑 -万寿,2室1厅 | 74.84平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,140,"18,707元/平"
弘阳燕江府 前排 楼层采光好 三房 双阳台 毛坯 满二,弘阳燕江府 -燕子矶,3室2厅 | 94.47平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,280,"29,640元/平"
龙岸花园大三房 全明户型 业主诚心出售,龙岸花园吉祥苑 -栖霞其它,3室1厅 | 87.52平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,85,"9,713元/平"
带有露台 南北通透 三开间朝南 环境优美,中天铭廷 -仙林,3室2厅 | 97.32平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,260,"26,716元/平"
中铁建设 央企物业 采光好 户型佳 通透户型,中国铁建青秀城 -万寿,3室2厅 | 107.77平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,268,"24,868元/平"
满五唯一高楼层 两房朝南 采光充足 通透户型,金尧新村 -尧化门,3室1厅 | 80.41平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,135,"16,789元/平"
尧化门繁华地段地铁口 户型好 交通便利  户型好,金尧华府 -尧化门,3室2厅 | 108.28平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,295,"27,245元/平"
金地 洋房 开发商精装 临湖视野好 有车位,金地湖城艺境 -仙林,3室2厅 | 104.36平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,470,"45,037元/平"
满五年 近北门 有车位 中间楼层 南北通透,南大和园 -仙林,3室2厅 | 120.08平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,550,"45,803元/平"
新空毛坯 中间楼层 业主诚心出售 随时看房,金地湖城艺境 -仙林,3室2厅 | 86.83平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,255,"29,368元/平"
1号线 晓庄站 有地下室 房龄新 满五年 唯一,晓庄村42号 -晓庄,3室1厅 | 114.43平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,200,"17,478元/平"
仙林湖 湖景房 保利罗兰香谷 居家精装 满五 拎包入住,保利罗兰香谷 -仙林,3室2厅 | 87.53平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,270,"30,847元/平"
南北通透格局，楼层好，视野开阔，交通便利,金地湖城艺境 -仙林,3室1厅 | 86.83平米 | 南 北 | 其他 | 中楼层(共27层)  | 板塔结合,275,"31,672元/平"
诚心卖、精装修地暖空调、满五唯一、环境优美、配套全,高科荣境二期 -仙林,3室2厅 | 122.87平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,552,"44,926元/平"
飞机户型 南北通透 满两年精装修诚心卖,融信世纪东方 -仙林,3室2厅 | 99.59平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,360,"36,149元/平"
保利国际一期 中高层 新空毛坯 诚心出售 看房随时,保利国际社区 -燕子矶,3室2厅 | 114.49平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,355,"31,008元/平"
次新花园洋房开发商精装修 未入住 空调地暖新风三大件,融信世纪东方 -仙林,3室2厅 | 116.1平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,450,"38,760元/平"
大平层，业主诚心出售，价格可谈,紫金上林苑 -马群,4室2厅 | 169.65平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,650,"38,315元/平"
满五年 中间楼层 边户 有钥匙 动静分离,亚东城东区 -仙林,3室2厅 | 122.1平米 | 南 | 简装 | 高楼层(共13层)  | 塔楼,380,"31,123元/平"
绿城物业，边户精装修，户型方正全明，楼栋位置好,中南世纪雅苑 -马群,3室2厅 | 93.11平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,235,"25,239元/平"
房主诚心出售 看房方便 满两年 无户口,熊猫汇智家园 -仙林,4室2厅 | 127.57平米 | 南 | 简装 | 低楼层(共16层)  | 塔楼,253,"19,833元/平"
急售 小三房 万寿花苑  青秀城 万寿地铁 交通方便,万寿花苑 -万寿,3室1厅 | 89.32平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,215,"24,071元/平"
保利国际二期边户 三房 纯毛坯 地铁口 楼层好 满二,保利国际社区 -燕子矶,3室2厅 | 93.99平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,280,"29,791元/平"
兰亭雅苑 2010年商品房 银城物业 环境优美 户型方正,兰亭雅苑 -迈皋桥,3室2厅 | 104.25平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,308,"29,545元/平"
燕子矶 海赋 毛坯 有钥匙 万寿站 诚心出售,电建海赋尚城 -万寿,3室2厅 | 99.01平米 | 南 北 | 其他 | 低楼层(共33层)  | 暂无数据,307,"31,007元/平"
北城家园， 楼层好 中间户型 电梯房 全明采光无遮挡,北城嘉园 -万寿,3室2厅 | 105平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,258,"24,572元/平"
海赋尚城 新空毛坯 双南户型 无遮挡 采光好,电建海赋尚城 -万寿,3室2厅 | 99.33平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,285,"28,693元/平"
满五年 近北门 有车位 中间楼层 南北通透,南大和园 -仙林,3室2厅 | 120.08平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,550,"45,803元/平"
仙林湖 湖景房 保利罗兰香谷 居家精装 满五 拎包入住,保利罗兰香谷 -仙林,3室2厅 | 87.53平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,270,"30,847元/平"
诚心卖、精装修地暖空调、满五唯一、环境优美、配套全,高科荣境二期 -仙林,3室2厅 | 122.87平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,552,"44,926元/平"
保利国际二期边户 三房 纯毛坯 地铁口 楼层好 满二,保利国际社区 -燕子矶,3室2厅 | 93.99平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,280,"29,791元/平"
花园洋房   精装好楼层  业主诚心出售,翡翠天域麓园  -栖霞其它,3室2厅 | 115.64平米 | 南 | 其他 | 中楼层(共10层)  | 板楼,260,"22,484元/平"
精装大跃层 满五无个税  采光好 价格还可以谈,鸿运嘉园 -仙林,4室2厅 | 174.9平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,530,"30,304元/平"
迈皋桥 金浦御龙湾F区 前无遮挡视野开阔 房主诚心出售,金浦御龙湾 -迈皋桥,3室2厅 | 87.1平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,260,"29,851元/平"
