方山熙园 2室1厅 刚需总价低 采光好,方山熙园 -江宁大学城,2室1厅 | 71.46平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,136,"19,032元/平"
万达公馆大平层 一梯一户 地铁口 高楼层 采光好,万达公馆 -东山镇,4室2厅 | 244.53平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,838,"34,270元/平"
小高层，电梯房；精装顶跃，实木家具,华菁水苑 -江宁大学城,6室2厅 | 179.23平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,490,"27,340元/平"
万达广场  万欣翠园 五号线地铁  视野无遮挡,万欣翠园 -东山镇,4室2厅 | 127.22平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,319,"25,075元/平"
花园小区，采光好，上下两层，配套完善，交通便利,武夷花园 -东山镇,3室2厅 | 122.42平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,410,"33,492元/平"
万达商圈15年新房精装大平层地铁五号线年底通车。,万达公馆 -东山镇,4室2厅 | 244.53平米 | 南 北 | 精装 | 低楼层(共25层)  | 板塔结合,850,"34,761元/平"
恒大 新空毛坯 复式 景观房  急售,南京恒大绿洲 -九龙湖,10室2厅 | 349.32平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,700,"20,039元/平"
叠加欧式装修 动静分离  位置好 鸟语花香,奥斯博恩庄园 -禄口,4室2厅 | 165.96平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,295,"17,776元/平"
牛首山河旁  近金鹰景峰 交通便利  户型方正,爱涛漪水园荣晖轩 -百家湖,5室3厅 | 199.06平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,400,"20,095元/平"
采光很好 视野宽广 看房方便 地铁口小区环境很好,颐和美地 -百家湖,5室2厅 | 253.57平米 | 南 北 | 简装 | 高楼层(共4层)  | 板楼,588,"23,189元/平"
精装修大平层4房拎包入住 下楼万达广场  近地铁,万达公馆 -东山镇,4室2厅 | 289.14平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,1018,"35,208元/平"
实用面积过200，总高五层，还带露台,武夷花园 -东山镇,3室2厅 | 123.35平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,400,"32,429元/平"
单价合适，跃层户型，视野开阔，小区环境好，依山傍水,翠屏国际银杏苑 -将军大道,6室2厅 | 267.3平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,550,"20,577元/平"
南北通透 居家装修 不临街 采光好 带露台,武夷花园 -东山镇,3室2厅 | 184.27平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,580,"31,476元/平"
南师旁，大四房，好楼层，视野棒，南北通风，看房方便,龙湖文馨苑 -九龙湖,4室2厅 | 182.62平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,620,"33,951元/平"
湖熟新城，户型方正，看房方便，价格好谈,陶然经典 -湖熟,4室2厅 | 70.97平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,96,"13,527元/平"
叠加别墅 精装修 拎包入住 设施齐全,奥斯博恩庄园 -禄口,4室2厅 | 185.78平米 | 南 | 精装 | 中楼层(共4层)  | 板塔结合,270,"14,534元/平"
电梯精装顶跃6房， 采光好 户型方正 业主诚心出售,华汇康城 -麒麟镇,6室1厅 | 177.46平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,358,"20,174元/平"
叠加1跃2 带花园 居家养老 田园生活,奥斯博恩庄园 -禄口,4室2厅 | 160.65平米 | 南 | 精装 | 低楼层(共4层)  | 板塔结合,300,"18,675元/平"
叠加2跃3 精装修 3房朝南 带露台,奥斯博恩庄园 -禄口,4室2厅 | 155.97平米 | 南 | 精装 | 中楼层(共4层)  | 板塔结合,290,"18,594元/平"
江宁主城 万达旁5号线 精装大四房 品质小区 诚心出售,万达公馆 -东山镇,4室1厅 | 244.53平米 | 南 北 | 精装 | 低楼层(共25层)  | 板塔结合,838,"34,270元/平"
奥斯博恩 联排精装修 拎包入住,奥斯博恩庄园 -禄口,4室2厅 | 224.85平米 | 南 | 精装 | 低楼层(共4层)  | 暂无数据,340,"15,122元/平"
精装大平层 中间层 含车位 价格能谈 随时看房,藏龙御景 -九龙湖,4室2厅 | 218.45平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,710,"32,502元/平"
满五唯一，采光好，前后双院子，看房方便,颐和南园 -九龙湖,6室2厅 | 224.85平米 | 南 北 | 精装 | 3层  | 板楼,1080,"48,033元/平"
电梯精装顶跃6房， 采光好 户型方正 业主诚心出售,华汇康城 -麒麟镇,6室1厅 | 177.46平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,358,"20,174元/平"
满五唯一，采光好，前后双院子，看房方便,颐和南园 -九龙湖,6室2厅 | 224.85平米 | 南 北 | 精装 | 3层  | 板楼,1080,"48,033元/平"
顶跃 多了40平 小区中间 环境好 有车位,金王府 -百家湖,4室2厅 | 185平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,555,"30,000元/平"
东郊小镇第三街区， 顶跃出售。,东郊小镇第三街区 -麒麟镇,4室2厅 | 128.69平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,184,"14,298元/平"
百家湖板块带院子 宜居 配套完善 舒适度高,湖滨世纪花园 -百家湖,5室1厅 | 247.04平米 | 南 北 | 简装 | 低楼层(共3层)  | 板楼,520,"21,050元/平"
满两年，毛坯。洋房带地下室，视野宽阔，采光充足。,中南山锦花城 -江宁其它,5室2厅 | 156.67平米 | 南 北 | 其他 | 低楼层(共9层)  | 板楼,580,"37,021元/平"
华汇康城 精装修跃层 位置好 前后无遮挡,华汇康城 -麒麟镇,6室1厅 | 203.73平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,345,"16,935元/平"
身临藏龙其境  方知御景有天   改善大平层  静谧舒适,藏龙御景 -九龙湖,4室2厅 | 218.45平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,648,"29,664元/平"
精装四房，东南北三个朝向，业主诚意出售,21世纪国际公寓 -百家湖,6室1厅 | 173.87平米 | 东 南 北 | 精装 | 中楼层(共31层)  | 塔楼,490,"28,182元/平"
托乐嘉花园，万科物业，交通便利。,托乐嘉贵邻居 -将军大道,4室3厅 | 105平米 | 南 北 | 精装 | 低楼层(共10层)  | 板楼,419,"39,905元/平"
三层上叠装修150万  入住时间短  诚意出售  看房方便,山水华门岭秀苑 -将军大道,5室2厅 | 241.05平米 | 南 北 | 其他 | 中楼层(共4层)  | 板楼,916,"38,001元/平"
旺邻居跃层实际使用面积双倍，带车位独梯独户通透方正,托乐嘉旺邻居 -将军大道,5室2厅 | 140.89平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,698,"49,543元/平"
银亿花园洋房 带产权车位 170万装修 带约40平花园,银亿东城第十街区 -麒麟镇,6室2厅 | 264.97平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,530,"20,003元/平"
带储藏室带阁楼  看房方便  配套齐全 出行方便,金王府 -百家湖,3室2厅 | 107.55平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,278,"25,849元/平"
叠加带花园 采光充足 精装修 改善好房,秦淮绿洲南区 -东山镇,5室2厅 | 175.78平米 | 南 北 | 精装 | 低楼层(共4层)  | 塔楼,700,"39,823元/平"
空着别墅  80平露台  远眺三山  东边户 精装修,翠屏湾花园城 -将军大道,6室4厅 | 184.61平米 | 南 | 精装 | 高楼层(共4层)  | 暂无数据,328,"17,768元/平"
满五唯一 税少 采光好 小区住户素质高带储藏室 大露台,博学苑丹桂园 -江宁大学城,3室2厅 | 134.33平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,270,"20,100元/平"
天地新城天琴座 朗诗物业 复试户型,天地新城天琴座 -岔路口,5室2厅 | 194.27平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,475,"24,451元/平"
小区依山傍水 跃层毛坯 空中别墅 天然湖,锦绣花园 -麒麟镇,6室2厅 | 200平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,260,"13,000元/平"
世界温泉小镇双拼别墅 别墅小区,东湖丽岛 -汤山镇,5室2厅 | 295.87平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,633,"21,395元/平"
户型方正 采光不挡 带大露台  拎包入住 业主诚售,碧水湾花园 -岔路口,4室1厅 | 107.1平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,239,"22,316元/平"
小区南侧 不用爬山 一楼下跃得房率高 自带车位,华汇康城 -麒麟镇,4室2厅 | 160.35平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,308,"19,208元/平"
户型通透格局好 带租赁车位 诚心出售 带阁楼.,武夷花园 -东山镇,4室2厅 | 143.93平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,350,"24,318元/平"
接驳1 5好双地铁站 竹 中 龙湖天街旁 顶楼带阁楼,万欣花园 -东山镇,3室2厅 | 93.95平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,247,"26,291元/平"
骋望骊都 精装科技房 金地物业 顶跃带露台,骋望骊都 -江宁大学城,5室1厅 | 235.59平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,490,"20,799元/平"
满五年只有一套，百家湖全景，地铁口。很少有的跃层,水竹苑 -百家湖,4室1厅 | 161.81平米 | 南 北 | 精装 | 高楼层(共17层)  | 板塔结合,509,"31,457元/平"
复式叠墅，带大露台，带产权车库，位置好,武夷花园 -东山镇,4室2厅 | 180.65平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,498,"27,568元/平"
日光佳园  满五年精装 好楼层 采光好,日光佳园 -东山镇,3室2厅 | 123.58平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,288,"23,305元/平"
景枫法兰谷，品质花园洋房，精装带院子！,景枫法兰谷 -江宁大学城,4室3厅 | 266.02平米 | 南 北 | 精装 | 低楼层(共5层)  | 板塔结合,916,"34,434元/平"
南部新城 秦淮河畔 精装带阁楼 满五年唯一,瀛洲湾 -岔路口,5室2厅 | 145.94平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,308,"21,105元/平"
亲水湾花园 1室1厅 北,亲水湾花园 -百家湖,1室1厅 | 41.42平米 | 北 | 简装 | 中楼层(共16层)  | 板塔结合,95,"22,936元/平"
爱涛漪水园荣晖轩 顶跃复式带露台 别墅小区,爱涛漪水园荣晖轩 -百家湖,6室2厅 | 220.73平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,428,"19,391元/平"
顶跃 140万装修 可看百家湖湖景 近地铁 近商圈,蓝宝湾花园 -百家湖,4室3厅 | 269.58平米 | 南 北 | 精装 | 高楼层(共17层)  | 板塔结合,870,"32,273元/平"
江宁万达公馆，楼层好带电梯，有车位，重新装修满五年,万达公馆 -东山镇,4室2厅 | 290.17平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,938,"32,326元/平"
武夷花园 经典跃层 空中别墅  轻奢装修 拎包入住,武夷花园 -东山镇,4室2厅 | 128平米 | 南 | 精装 | 高楼层(共4层)  | 板楼,812,"63,438元/平"
此房满五唯一 联排边户 两百多平院子,山水华门岭秀苑 -将军大道,4室3厅 | 243.09平米 | 南 | 精装 | 4层  | 板楼,1250,"51,422元/平"
东城别墅 百万精装 前后花园 诚意出售,银亿东城别院 -麒麟镇,3室2厅 | 141.8平米 | 南 | 精装 | 1层  | 板楼,618,"43,583元/平"
楼层好，面积大，带大露台，观湖景,天地新城天权座 -岔路口,6室2厅 | 263.93平米 | 南 北 | 简装 | 中楼层(共4层)  | 板塔结合,630,"23,870元/平"
店长推荐 顶跃 大露台 视野好 采光好,中浩学府风景 -江宁大学城,4室2厅 | 147.97平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,250,"16,896元/平"
精装拎包入住 有地下室有车位 户型通透 带院子,秦淮绿洲北苑 -东山镇,4室2厅 | 205.25平米 | 南 北 | 精装 | 低楼层(共4层)  | 暂无数据,799,"38,929元/平"
跃层好房型，有车库位置很好，有大露台,湖滨世纪花园 -百家湖,4室3厅 | 195.07平米 | 南 北 | 精装 | 低楼层(共2层)  | 板楼,468,"23,992元/平"
丹桂园新上大三房，业主诚心出售。,博学苑丹桂园 -江宁大学城,3室2厅 | 137平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,295,"21,533元/平"
叠加别墅 户型好 采光佳 诚意出售,奥斯博恩庄园 -禄口,4室2厅 | 153.43平米 | 南 | 精装 | 中楼层(共4层)  | 板塔结合,220,"14,339元/平"
岔路口精装独栋 舒适度高 配套成熟,碧水湾花园 -岔路口,7室3厅 | 277.8平米 | 南 | 其他 | 低楼层(共2层)  | 板塔结合,1480,"53,276元/平"
户型方正 一梯两户 采光充足 满五唯一税费少 !,碧水湾花园 -岔路口,3室2厅 | 108.71平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,229,"21,066元/平"
一楼大院子 一跃二 位置好 中间位置,莱茵东郡 -科学园,5室3厅 | 175.72平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,490,"27,886元/平"
颐和美地 联排边户  视野开阔 采光充足 有院子,颐和美地 -百家湖,4室2厅 | 235.35平米 | 南 | 精装 | 低楼层(共2层)  | 暂无数据,960,"40,791元/平"
诚园 顶跃 两层 视野 采光一绝 三号线,翠屏诚园 -上秦淮,5室2厅 | 99.08平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,650,"65,604元/平"
富力 独幢 别墅 交通便利 配套齐全 诚心卖,富力十号往来 -麒麟科创园,6室2厅 | 373.76平米 | 南 | 毛坯 | 1层  | 板塔结合,1320,"35,317元/平"
店长推荐16年150万精装修联排别墅带地暖全明户型,瑞景文华 -将军大道,4室2厅 | 180.94平米 | 南 北 | 精装 | 3层  | 板楼,699,"38,632元/平"
华菁水苑 3室2厅 南 北,华菁水苑 -江宁大学城,3室2厅 | 121.47平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,205,"16,877元/平"
此房楼层好位置好，万科物业管理，全明户型，南北通透,托乐嘉吉邻居 -将军大道,3室1厅 | 127.23平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,388,"30,496元/平"
南站商圈 楼间距大 配套完善  生活便利,左邻右里 -岔路口,3室2厅 | 126.37平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,338,"26,747元/平"
银亿电梯两室  18年次新小区  一楼带院子 户型方正,银亿东城第九街区 -麒麟镇,2室1厅 | 76.42平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,135,"17,666元/平"
左邻右里 精装修 电梯房 两房,左邻右里 -岔路口,2室2厅 | 72.62平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,252,"34,702元/平"
南京南 双龙大道 精装 两房  店长推荐,宋艾新村 -岔路口,2室1厅 | 66.99平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,175,"26,124元/平"
莱茵东郡 2室1厅 南,莱茵东郡 -科学园,2室1厅 | 91.05平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,215,"23,614元/平"
南站商圈  配套完善  交通生活便利  户型景观好,左邻右里 -岔路口,2室2厅 | 100平米 | 东南 | 精装 | 高楼层(共18层)  | 板楼,350,"35,000元/平"
业主诚心卖房 采光无遮挡 看房方便 户型好,华庭北园 -青龙山国际新城,2室1厅 | 69.92平米 | 南 | 简装 | 低楼层(共16层)  | 板楼,110,"15,733元/平"
麒麟科创园 精装修 楼层阳光好   前后无遮挡,启迪方洲明园 -麒麟科创园,2室2厅 | 77.08平米 | 南 北 | 其他 | 中楼层(共32层)  | 板楼,178,"23,093元/平"
业主诚心卖房 采光无遮挡 看房方便 户型好,华庭北园 -青龙山国际新城,2室1厅 | 69.92平米 | 南 | 简装 | 低楼层(共16层)  | 板楼,110,"15,733元/平"
大里聚福城 精装修 看房随时 小区门口 位置佳,怡景园 -青龙山国际新城,2室1厅 | 65.45平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,118,"18,030元/平"
江宁医院旁 满五年唯一 精装 户型方正 双阳台,金东城雅居 -东山镇,2室1厅 | 79.57平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,175,"21,994元/平"
好楼层 采光好 有储藏室 采光无遮挡 宁杭高速出入口旁,南祥星际 -东山镇,2室1厅 | 64.63平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,138,"21,353元/平"
万科金域蓝湾精装两房 诚心出售,万科金域蓝湾 -九龙湖,2室2厅 | 88.93平米 | 南 | 精装 | 16层  | 板楼,288,"32,386元/平"
大学城近文鼎 交院地铁站 精装修 湖景 露台 诚售,万裕龙庭水岸 -江宁大学城,2室1厅 | 78.47平米 | 西南 | 其他 | 18层  | 板楼,164,"20,900元/平"
配套成熟 近地铁 有院子 满五唯一 价可议 竹山执教区,外港新村 -东山镇,2室1厅 | 56.5平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,153,"27,080元/平"
精装修，中间楼层，采光无遮挡。配套成熟，交通便利,21世纪国际公寓 -百家湖,2室1厅 | 85.39平米 | 东 南 | 其他 | 低楼层(共31层)  | 塔楼,270,"31,620元/平"
金箔路金陵天成两房，带电梯中间楼层，满五年唯一。,金陵天成 -东山镇,2室2厅 | 90.57平米 | 南 | 精装 | 高楼层(共19层)  | 塔楼,206,"22,745元/平"
华汇康城 精装两房 满五年唯一 采光佳 金地物业,华汇康城 -麒麟镇,2室1厅 | 84.36平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,168,"19,915元/平"
竹山路天琪福苑两房，中间楼层，满五年，户型好。,天琪福苑 -东山镇,2室1厅 | 86.65平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,245,"28,275元/平"
小高层 精装修 满五年唯一 业主诚心出售,晨光苑 -麒麟镇,2室1厅 | 62.02平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,112,"18,059元/平"
精装大两房，户型方正。适合自住,永欣新寓桂花苑 -禄口,2室1厅 | 97.58平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,85,"8,711元/平"
此房满五年唯一税费少，业主精装修保养好，诚意出售。,招商依云郡 -禄口,3室2厅 | 70.79平米 | 东南 | 精装 | 中楼层(共11层)  | 板楼,92,"12,997元/平"
百家湖商圈中间楼层采光好，   南北,百家湖西花园巴黎城 -百家湖,2室1厅 | 84.81平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,220,"25,941元/平"
