精装3房，飞机户型，紧凑方正，诚心出售,弘阳旭日上城三区 -桥北,3室2厅 | 107.72平米 | 南 | 其他 | 低楼层(共30层)  | 板楼,230,"21,352元/平"
得房率99 低总价 A户型方正 日照长 看房方便 业主急卖,天润城第六街区 -桥北,2室2厅 | 89.85平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,132,"14,692元/平"
明发小三期  四房两卫 中间楼层 满五唯一 诚心出售,明发滨江新城三期 -桥北,4室2厅 | 144平米 | 南 北 | 其他 | 中楼层(共28层)  | 塔楼,282,"19,584元/平"
中间楼层，视野好采光好，诚心出售，满五年，精装修,弘阳旭日上城三区 -桥北,3室2厅 | 107.4平米 | 南 北 | 其他 | 低楼层(共33层)  | 板楼,260,"24,209元/平"
精装修拎包入住，采光楼层好，户型方正,旭日爱上城第四区南区 -桥北,3室2厅 | 90.46平米 | 南 | 其他 | 高楼层(共15层)  | 板楼,188,"20,783元/平"
花园洋房 不临高架 未来地铁口 新空毛坯,世茂荣里一期 -顶山街道,3室2厅 | 106.05平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,294,"27,723元/平"
好楼栋 中间楼层  精装修 业主诚心出售 看房方便,旭日爱上城第四区北区 -桥北,3室2厅 | 111.6平米 | 南 北 | 其他 | 中楼层(共28层)  | 塔楼,278,"24,911元/平"
中间楼层 中间位置 业主诚心出售 看房方便,鼎泰家园 -桥北,3室2厅 | 121.24平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,155,"12,785元/平"
扬子江隧道口 4号线地铁 交通便利 花园洋房 低密度,观山悦 -顶山街道,3室2厅 | 133.89平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,335,"25,021元/平"
次顶楼 婚装 飞机户型 双阳台 业主诚心出售,中建熙元府 -江浦街道,3室2厅 | 99平米 | 南 | 其他 | 7层  | 板楼,256,"25,859元/平"
香溢紫郡花园 精装修满5年唯一 采光好 拎包入住,新城香溢紫郡 -高新区,3室2厅 | 94.73平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,175,"18,474元/平"
满五年唯一，电梯房，楼层好采光好视野好。诚心出售,裕民家园 -高新区,3室2厅 | 116.27平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,125,"10,751元/平"
香溢紫郡花园洋房一楼带院子 地势高 采光好 诚心卖,新城香溢紫郡雅苑 -高新区,4室2厅 | 97.22平米 | 南 北 | 其他 | 低楼层(共5层)  | 板塔结合,280,"28,801元/平"
招商兰溪谷 三室 户型好 视野好 随时看房 浦 外,招商依山溪谷花园东苑 -高新区,3室1厅 | 74.86平米 | 南 | 其他 | 高楼层(共17层)  | 塔楼,170,"22,710元/平"
江北新区 五桥口 龙湖天街 金陵旁 中交物业,中交锦兰荟 -江浦街道,3室2厅 | 87.65平米 | 南 北 | 其他 | 低楼层(共11层)  | 板塔结合,190,"21,678元/平"
花园洋房 不临高架 未来地铁口 新空毛坯,世茂荣里一期 -顶山街道,3室2厅 | 106.05平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,294,"27,723元/平"
青奥体育公园 楼层好可观江景 户型很好 业主诚售,保利西江月 -顶山街道,2室1厅 | 87.27平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,230,"26,355元/平"
扬子江隧道口 4号线地铁 交通便利 花园洋房 低密度,观山悦 -顶山街道,3室2厅 | 133.89平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,335,"25,021元/平"
地铁口低总价三房 户型通透 中间楼层 采光充足,江岸水城 -桥北,3室1厅 | 92.8平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,168,"18,104元/平"
悦见山 银城物业 自带会所 一梯一户精装四房 环境优美,银城颐居悦见山 -江浦街道,4室2厅 | 123.14平米 | 南 北 | 其他 | 低楼层(共17层)  | 暂无数据,388,"31,509元/平"
威尼斯3街区 一线江景视野开阔 看房方便精装采光好,威尼斯水城第三街区 -桥北,3室2厅 | 152.42平米 | 南 | 其他 | 低楼层(共48层)  | 塔楼,250,"16,403元/平"
上城一期 精装两房 业主急售价格好谈 满五年 看房方便,弘阳旭日上城一区 -桥北,2室2厅 | 88.78平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,170,"19,149元/平"
新出好房  紧靠弘阳广场 花园式小区 三房两厅视野开阔,弘阳旭日上城三区 -桥北,3室2厅 | 111.13平米 | 南 | 其他 | 高楼层(共24层)  | 板楼,230,"20,697元/平"
此房近地铁口，采光好，产权清晰，业主诚心卖,明发滨江新城大三期 -桥北,3室2厅 | 142.41平米 | 南 | 其他 | 低楼层(共33层)  | 塔楼,270,"18,960元/平"
新理想家园 顶楼 总价低 房间多 采光好 诚意出售,新理想佳园 -江浦街道,2室1厅 | 84.21平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,162,"19,238元/平"
带露台 飞机户  满五年唯一 精装全留拎包入住 诚售,高新花苑 -高新区,3室2厅 | 120.13平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,178,"14,818元/平"
碧云山庄 大面积 有露台随时可以看 改善型客户,碧云山庄 -江浦街道,5室2厅 | 215.93平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,378,"17,506元/平"
房主诚心出售  采光好  户型方正  得房率高,新理想佳园 -江浦街道,4室2厅 | 113.22平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,243,"21,463元/平"
大华顶跃 双露台 三开间朝南飞机户 11号线 含产权车位,大华锦绣华城桂美颂 -桥北,5室3厅 | 158.87平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,330,"20,772元/平"
新理想佳园 顶跃两层 居家装修 看房方便,新理想佳园 -江浦街道,2室1厅 | 89.93平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,180,"20,016元/平"
户型方正 格局规整 楼前无遮挡 采光充足,浦东路4号小区 -桥北,3室2厅 | 92.73平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,168,"18,118元/平"
背靠老山，环境优美，采光好，精装独栋，带大院子,国信自然天城 -顶山街道,5室2厅 | 316.32平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,1800,"56,905元/平"
碧云山庄 大户型 实用面积更大 房主诚售,碧云山庄 -江浦街道,6室3厅 | 218.46平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,300,"13,733元/平"
融桥联排别墅 环境好，万科物业，居住安静,融侨观邸一期 -江浦街道,6室3厅 | 385.11平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,1280,"33,238元/平"
西水湾家园 雨山路地铁口 南北三房 带露台 诚售,西水湾家园1至22幢 -江浦街道,3室2厅 | 89.1平米 | 东 | 其他 | 高楼层(共6层)  | 板楼,168,"18,856元/平"
老山脚下 环境优美 南北双院子 低密度洋房 万科物业,万科璞悦山 -江浦街道,3室2厅 | 83.67平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,255,"30,477元/平"
顶楼带阁楼 采光充足 无挡 配套成熟 满五唯一无增值税,象山花园 -江浦街道,4室2厅 | 87.69平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,178,"20,299元/平"
珍珠花园 顶跃 满五 实用面积高 业主诚心卖房,珍珠花苑(浦口) -顶山街道,3室1厅 | 124.55平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,195,"15,657元/平"
精装修 拎包入住 业主诚心出售 采光好 位置安静,旭日华庭 -桥北,4室1厅 | 202.03平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,500,"24,749元/平"
小区中间位置 一跃二户型 诚心出售,江城人家 -江浦街道,4室2厅 | 181.38平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,330,"18,194元/平"
雨山路  地铁边 兰溪公园 龙湖天街 北江豪庭 交通便利,北江锦城 -江浦街道,4室1厅 | 176.69平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,500,"28,299元/平"
融侨观邸  满2年 底越房主自住装修 万科物业 诚心出售,融侨观邸二期 -江浦街道,5室1厅 | 269.25平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,485,"18,013元/平"
联排别墅 小区环境优美 适宜居住,香山湖一号 -江浦街道,5室2厅 | 315.24平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,800,"25,378元/平"
满两年，开发商精装修，空调带地暖，南北通透双阳台,雅居乐滨江国际二期 -顶山街道,4室2厅 | 178.45平米 | 南 北 | 其他 | 低楼层(共32层)  | 板楼,680,"38,106元/平"
二楼带50平米露台 全屋中YANG空调带地暖 联排别墅,香山湖一号 -江浦街道,6室3厅 | 259.97平米 | 南 | 其他 | 低楼层(共1层)  | 暂无数据,848,"32,620元/平"
满两年，开发商精装修，空调带地暖，南北通透双阳台,雅居乐滨江国际二期 -顶山街道,4室2厅 | 178.45平米 | 南 北 | 其他 | 低楼层(共32层)  | 板楼,680,"38,106元/平"
大露台，老山脚下，精装修拎包入住，业主诚售,国信自然天城 -顶山街道,6室3厅 | 141.08平米 | 南 北 | 精装 | 3层  | 板楼,626,"44,372元/平"
江北新区 改善大户型  看房方便,阳光帝景 -顶山街道,5室3厅 | 195.97平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,403,"20,565元/平"
无增值税 交通便利 配套齐全 视野采光都比较棒,江城人家 -江浦街道,3室2厅 | 151.58平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,199,"13,129元/平"
上下两层 南北双露台 满五唯一 业主诚心出售,钱塘望景花园 -江浦街道,5室2厅 | 176.43平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,289,"16,381元/平"
通宇林景雅园 4室2厅 南,通宇林景雅园 -江浦街道,4室2厅 | 143.81平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,530,"36,855元/平"
顶楼跃层 使用面积大 带露台 很摆,泰来苑 -泰山街道,4室2厅 | 135.19平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,170,"12,575元/平"
泰来苑 顶楼复式 自住精装 房主急售,泰来苑 -泰山街道,4室2厅 | 89.03平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,157,"17,635元/平"
一楼带院子，采光好，银城物业，精装修，拎包入住。,旭辉银城白马澜山 -江浦街道,3室2厅 | 86.21平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,310,"35,959元/平"
精装修拎包入住，全天采光，大面积住宅，四代同堂,大华锦绣华城香鸢美颂 -桥北,5室3厅 | 144.34平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,520,"36,027元/平"
满五唯一喜鹊顶楼顶复自住精装空置户型改造合理诚,通宇林景雅园 -江浦街道,5室2厅 | 116.71平米 | 南 北 | 其他 | 高楼层(共11层)  | 塔楼,488,"41,814元/平"
经典居家装修，配套设施齐全，可以拎包即住 满五唯一,铁桥小区 -泰山街道,4室2厅 | 144.35平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,185,"12,817元/平"
一线江景跃层 视野好 空间大 拎包入住,明发滨江新城二期 -桥北,5室2厅 | 211.63平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,450,"21,264元/平"
盘锦花园，5室3厅1厨2卫  带阁楼 精装修  拎包包入住,盘锦花园 -浦口其它,5室3厅 | 124.18平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,198,"15,945元/平"
融侨观邸一期 顶楼带阁楼  精装修 拎包入住,融侨观邸一期 -江浦街道,4室2厅 | 125.24平米 | 南 | 其他 | 高楼层(共12层)  | 板楼,370,"29,544元/平"
无增值税 一梯2户，采光好，生活配套齐全。,新理想佳园 -江浦街道,3室2厅 | 99.05平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,155,"15,649元/平"
研创园旁 一楼带院子 业主自住 地铁口10号线 业主诚售,中海万锦熙岸一期 -江浦街道,3室2厅 | 121.46平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,315,"25,935元/平"
采光充足，配套设施齐全，交通便利,泰来苑 -泰山街道,6室1厅 | 181.38平米 | 东 | 其他 | 高楼层(共6层)  | 板楼,240,"13,232元/平"
融侨观邸一期精装修复式底跃  带院子,融侨观邸一期 -江浦街道,5室2厅 | 232.58平米 | 南 | 其他 | 低楼层(共12层)  | 板楼,565,"24,293元/平"
满两年 精装修 品牌家电 地铁口 随时看房,海悦花园 -泰山街道,4室2厅 | 130.78平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,510,"38,997元/平"
盘龙山庄 满三年，南北互通总价低、带阁楼使用面积大,盘龙山庄 -浦口其它,3室2厅 | 108.25平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,158,"14,596元/平"
新理想佳园 大户型 房主诚售.....,新理想佳园 -江浦街道,3室2厅 | 116.26平米 | 西南 | 其他 | 高楼层(共6层)  | 板楼,210,"18,063元/平"
盘锦花园 复式两层 有阳光房 装修不错 双阳台急急,盘锦花园 -浦口其它,2室2厅 | 94.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,128,"13,584元/平"
此房满5唯一 顶楼楼层 业主精装自住，有阳光露台,钱塘望景花园 -江浦街道,4室3厅 | 147.94平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,285,"19,265元/平"
品质小区，双拼别墅，业主诚心出售,金基九月森林 -江浦街道,5室2厅 | 391.62平米 | 南 北 | 其他 | 低楼层(共3层)  | 平房,1400,"35,749元/平"
铁桥小区 精装修 总价低 双层复式,铁桥小区 -泰山街道,5室2厅 | 160.11平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,209,"13,054元/平"
此房户型方正，采光刺眼，配套设施齐全，三南户型,天润城第十六街区北区 -桥北,2室2厅 | 89.66平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,155,"17,288元/平"
精装修 随时可预约带看 看好价格可谈 有车位,东方熙龙山院 -江浦街道,3室2厅 | 192.53平米 | 东 | 其他 | 3层  | 板楼,540,"28,048元/平"
融侨观邸一期 改善顶跃 居家装修 满两年,融侨观邸一期 -江浦街道,5室1厅 | 140.05平米 | 南 | 其他 | 高楼层(共12层)  | 板楼,404,"28,847元/平"
品质小区 业主精装自住 诚心出售,碧云山庄 -江浦街道,5室2厅 | 160平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,238,"14,875元/平"
凤悦天晴 象山路大面积改善户型 看房随时有空,凤悦天晴花园 -江浦街道,5室2厅 | 153.71平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,275,"17,891元/平"
底墅带院子 独立入户 精装修 南北通透 拎包入住,海悦花园 -泰山街道,4室2厅 | 190.14平米 | 南 北 | 其他 | 低楼层(共10层)  | 板楼,538,"28,295元/平"
业主自住精装，保养良好，诚心出售。,东方熙龙山院 -江浦街道,5室2厅 | 214.46平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,666,"31,055元/平"
融侨观邸一期 改善顶跃 居家装修 满两年,融侨观邸一期 -江浦街道,5室1厅 | 140.05平米 | 南 | 其他 | 高楼层(共12层)  | 板楼,404,"28,847元/平"
老山脚下 万科璞悦山 精装南北双院子 一次未住,万科璞悦山 -江浦街道,3室1厅 | 82.91平米 | 西南 | 其他 | 低楼层(共6层)  | 板楼,235,"28,344元/平"
玫瑰花园 顶楼复式 房主诚心出售 看房方便,玫瑰花园 -泰山街道,4室2厅 | 199.92平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,200,"10,005元/平"
户型好，楼层好无遮挡，视野开阔,揽月山庄 -江浦街道,3室2厅 | 101.43平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,175,"17,254元/平"
精装人和苑 跃层 看房方便 业主诚售,人和苑 -桥北,4室2厅 | 188.64平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,357,"18,925元/平"
低密洋房小区 前面1个大院子 底下一层层高很高,大华锦绣时代 -桥北,3室2厅 | 197.88平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,488,"24,662元/平"
新理想佳园 大户型 多层得房率高 诚心出售,新理想佳园 -江浦街道,4室2厅 | 153.88平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼,238,"15,467元/平"
铁桥小区 精装修 总价低 双层复式,铁桥小区 -泰山街道,5室2厅 | 160.11平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,209,"13,054元/平"
此房户型方正，采光刺眼，配套设施齐全，三南户型,天润城第十六街区北区 -桥北,2室2厅 | 89.66平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,155,"17,288元/平"
老山脚下 低密度 华府国际 下跃带院子 空气好 环境好,华府国际 -江浦街道,4室3厅 | 154.7平米 | 南 | 其他 | 低楼层(共12层)  | 板楼,268,"17,324元/平"
钱塘望景 面积大 单价低 空中花园,钱塘望景花园 -江浦街道,5室2厅 | 234.38平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,380,"16,213元/平"
老山脚下 钱塘顶跃精装 带露台 采光好 随时看,钱塘望景花园 -江浦街道,3室2厅 | 160.09平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,280,"17,491元/平"
满五年  入户花园  采光不挡 视野开阔,太平宝邸 -泰山街道,3室2厅 | 148.92平米 | 南 | 其他 | 中楼层(共10层)  | 板塔结合,298,"20,011元/平"
采光充足，配套设施齐全，交通便利,泰来苑 -泰山街道,5室3厅 | 194.07平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,230,"11,852元/平"
江核 雅居乐178平 改善大四房 诚售,雅居乐滨江国际二期 -顶山街道,4室2厅 | 178.58平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,670,"37,519元/平"
江北新区 电梯洋房  中中间跃层  随时看房,恒辉假日广场 -顶山街道,5室3厅 | 228.53平米 | 南 | 其他 | 中楼层(共5层)  | 板塔结合,650,"28,443元/平"
大华榴美颂 八角餐厅复式 采光好 满3年 精装五室,大华锦绣华城榴美颂 -桥北,5室2厅 | 119.56平米 | 东南 西南 | 其他 | 高楼层(共5层)  | 板楼,268,"22,416元/平"
